UNITID,INSTNM,CITY,STABBR,ZIP,AccredAgency,INSTURL,NPCURL,sch_deg,HCM2,LATITUDE,LONGITUDE,CCSIZSET,ADM_RATE
439783,New York College of Traditional Chinese Medicine,Mineola,NY,11501,Accreditation Commission for Acupuncture and Oriental Medicine,www.nyctcm.edu,www.nyctcm.edu,,0,40.7427,-73.6383,,
439914,Seattle Institute of Oriental Medicine,Seattle,WA,98115-6467,Accreditation Commission for Acupuncture and Oriental Medicine,www.siom.edu,www.siom.edu,,0,47.6779,-122.3237,,
440031,Keck Graduate Institute,Claremont,CA,91711,Western Association of Schools and Colleges Senior College and University Commission,www.kgi.edu,www.kgi.edu/admissions/financial-aid/tuition.html,,0,34.0933,-117.7235,18,
441937,California State University-Channel Islands,Camarillo,CA,93012,Western Association of Schools and Colleges Senior College and University Commission,www.csuci.edu,www.csuci.edu/financialaid/Cost_of_Attendance.htm,,0,34.1629,-119.0436,12,0.6443
443331,West Coast University-Los Angeles,North Hollywood,CA,91606,Western Association of Schools and Colleges Senior College and University Commission,westcoastuniversity.edu/campuses/los-angeles.html,westcoastuniversity.edu/admissions/financial-aid.html,,0,34.0793,-118.2925,,0.5444
444699,Institute of Clinical Acupuncture & Oriental Med,Honolulu,HI,96817,Accreditation Commission for Acupuncture and Oriental Medicine,www.orientalmedicine.edu,www.orientalmedicine.edu/NetPrice/npcalc,,0,21.3139,-157.8609,,
445188,University of California-Merced,Merced,CA,95343-5603,Western Association of Schools and Colleges Senior College and University Commission,www.ucmerced.edu,finaidapps.ucmerced.edu/calculator/,,0,37.3662,-120.4249,,0.7551
446002,American Academy of Acupuncture and Oriental Medicine,Roseville,MN,55113,Accreditation Commission for Acupuncture and Oriental Medicine,www.aaaom.edu,www.aaaom.edu,,0,45.0158,-93.1814,,
446039,Arizona School of Acupuncture and Oriental Medicine,Tucson,AZ,85712,Accreditation Commission for Acupuncture and Oriental Medicine,www.asaom.edu,,,0,32.2613,-110.8934,,
446224,Eastern School of Acupuncture and Traditional Medicine,Montclair,NJ,07042-3551,Accreditation Commission for Acupuncture and Oriental Medicine,www.EasternSchool.com,www.EasternSchool.com,,0,40.813,-74.2161,,
447050,United States University,Chula Vista,CA,91911,Western Association of Schools and Colleges Senior College and University Commission,www.usuniversity.edu,www.usuniversity.edu/netpricecalculator/npcalc.htm,,0,32.6149,-117.092,6,
447698,Phoenix Institute of Herbal Medicine & Acupuncture,Phoenix,AZ,85012,Accreditation Commission for Acupuncture and Oriental Medicine,www.pihma.edu,www.pihma.edu,,0,33.5229,-112.0688,,
447801,University of East-West Medicine,Sunnyvale,CA,94085-3922,Accreditation Commission for Acupuncture and Oriental Medicine,www.uewm.edu,www.uewm.edu,,0,37.3863,-121.996,,
449481,Dragon Rises College of Oriental Medicine,Gainesville,FL,32601,Accreditation Commission for Acupuncture and Oriental Medicine,www.dragonrises.edu,www.dragonrises.edu/students/disclosures/,,0,29.6674,-82.3128,,
449579,Hawaii College of Oriental Medicine,Hilo,HI,96720,Accreditation Commission for Acupuncture and Oriental Medicine,www.hicom.edu,www.hicom.edu,,0,20.0177,-155.6598,,
449870,University of the West,Rosemead,CA,91770,Western Association of Schools and Colleges Senior College and University Commission,www.uwest.edu,www.uwest.edu/site/index.php?option=com_content&view=article&id=376&Itemid=417,,0,34.046,-118.083,7,
450979,Trident University International,Cypress,CA,90630-5041,Western Association of Schools and Colleges Senior College and University Commission,www.trident.edu/,trident.studentaidcalculator.com/survey.aspx,,0,33.8052,-118.0348,12,
451079,Academy for Five Element Acupuncture,Gainesville,FL,32601,Accreditation Commission for Acupuncture and Oriental Medicine,www.acupuncturist.edu,www.acupuncturist.edu,,0,29.6501,-82.322,,
452106,Escuela De Troqueleria Y Herramentaje,Bayamon,PR,959,Puerto Rico State Agency for the Approval of Public Postsecondary Vocational Technical Institutions and Programs,escuelatroqueleria.jimdo.com,escuelatroqueleria.jimdo.com/asistencia-economica/calculadora/,,0,18.3721,-66.1423,,
454838,Institute of Taoist Education and Acupuncture,Louisville,CO,80027,Accreditation Commission for Acupuncture and Oriental Medicine,www.itea.edu,www.itea.edu,,0,39.9873,-105.1385,,
455178,Daoist Traditions College of Chinese Medical Arts,Asheville,NC,28801,Accreditation Commission for Acupuncture and Oriental Medicine,daoisttraditions.edu,www.daoisttraditions.com/GainfulEmploymentInformation.html,,0,35.6068,-82.5685,,
455770,Providence Christian College,Pasadena,CA,91104,Western Association of Schools and Colleges Senior College and University Commission,providencecc.net,providencecc.net/wp-content/themes/PCC/NetPriceCalculator/npcalc.htm,,0,34.1718,-118.1187,8,0.5328
457271,Academy for Jewish Religion-California,Los Angeles,CA,90010,Western Association of Schools and Colleges Senior College and University Commission,www.ajrca.edu,www.ajrca.edu,,0,34.0704,-118.4386,,
459222,Southern California University SOMA,Los Angeles,CA,90017,Accreditation Commission for Acupuncture and Oriental Medicine,www.scusoma.edu,www.scusoma.edu,,1,34.0552,-118.2696,,
461139,Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,28679-9657,Accreditation Commission for Acupuncture and Oriental Medicine,www.jungtao.edu,www.jungtao.edu/index.php/financial/financial-aid-helpful-links,,0,36.2632,-81.7849,,
462354,John Paul the Great Catholic University,Escondido,CA,92025,Western Association of Schools and Colleges Senior College and University Commission,www.jpcatholic.com/,www.jpcatholic.com/admission/cost/npcalc.htm,,0,32.8996,-117.1077,,0.8815
474863,Azusa Pacific Online University,Glendora,CA,91740,Western Association of Schools and Colleges Senior College and University Commission,www.apu.edu/apou/,learner.apou.net/ICS/Financial_Aid_Resources/FA_Forms.jnz?portlet=Net_Price_Calculator,,0,34.1189,-117.8712,,
475510,Christie's Education,New York,NY,10036-8002,New York State Board of Regents and the Commissioner of Education,www.christies.edu,,,0,,,,
