UNITID,INSTNM,CITY,STABBR,ZIP,AccredAgency,INSTURL,NPCURL,sch_deg,HCM2,LATITUDE,LONGITUDE,CCSIZSET,ADM_RATE
122931,Santa Clara University,Santa Clara,CA,95053,Western Association of Schools and Colleges Senior College and University Commission,www.scu.edu,www.scu.edu/financialaid/Net-Price-Calculator.cfm,Null,0,37.3527,-121.9382,13,0.5122
123095,Saybrook University,San Francisco,CA,94111-1920,Western Association of Schools and Colleges Senior College and University Commission,www.saybrook.edu,www.saybrook.edu/affording/howtoapply/determineneed,Null,0,37.7984,-122.4001,0.0,0.0
123554,Saint Mary's College of California,Moraga,CA,94575,Western Association of Schools and Colleges Senior College and University Commission,www.stmarys-ca.edu,www.stmarys-ca.edu/admissions-aid/net-price-calculator,Null,0,37.84,-122.1068,14,0.6947
123572,Sonoma State University,Rohnert Park,CA,94928-3609,Western Association of Schools and Colleges Senior College and University Commission,www.sonoma.edu,www.csumentor.edu/finaid/pais/,Null,0,38.341,-122.6733,13,0.8186
123943,Marshall B Ketchum University,Fullerton,CA,92831-1699,Western Association of Schools and Colleges Senior College and University Commission,www.ketchum.edu,www.ketchum.edu,Null,0,33.8898,-117.8862,0.0,0.0
123952,Southern California Institute of Architecture,Los Angeles,CA,90013-1822,Western Association of Schools and Colleges Senior College and University Commission,www.sciarc.edu,www.sciarc.edu,Null,0,34.0437,-118.2327,0.0,0.8667
123961,University of Southern California,Los Angeles,CA,90089,Western Association of Schools and Colleges Senior College and University Commission,www.usc.edu/,www.usc.edu/admission/fa/applying_receiving/undergraduates1/netpricecalculator.html,Null,0,34.0211,-118.2839,16,0.1984
125718,Westminster Theological Seminary in California,Escondido,CA,92027,Western Association of Schools and Colleges Senior College and University Commission,www.wscal.edu,www.wscal.edu,Null,0,33.1214,-117.0464,0.0,0.0
125727,Westmont College,Santa Barbara,CA,93108-1089,Western Association of Schools and Colleges Senior College and University Commission,www.westmont.edu,www.westmont.edu/admissions/npc.html,Null,0,34.4493,-119.6619,11,0.7016
141486,Chaminade University of Honolulu,Honolulu,HI,96816-1578,Western Association of Schools and Colleges Senior College and University Commission,www.chaminade.edu,www.chaminade.edu/ug/tuition-calculator.php,Null,0,21.2903,-157.8076,10,0.8359
143978,The Chicago School of Professional Psychology at Chicago,Chicago,IL,60654,Western Association of Schools and Colleges Senior College and University Commission,www.thechicagoschool.edu,www.thechicagoschool.edu/Chicago/Admissions/Costs_and_Financial_Aid/Budgeting_to_attend_The_Chicago_School,Null,0,41.8879,-87.6339,0.0,0.0
240754,University of Guam,Mangilao,GU,96923,Western Association of Schools and Colleges Senior College and University Commission,www.uog.edu,www.uog.edu/admin/assetmanager/images/financial%20aid/calculator/npcalc.htm,Null,0,13.4327,144.8028,9,0.0
243744,Stanford University,Stanford,CA,94305,Western Association of Schools and Colleges Senior College and University Commission,www.stanford.edu/,www.stanford.edu/dept/finaid/undergrad/how/calculator/,Null,0,37.4317,-122.1822,17,0.0569
262086,Brandman University,Irvine,CA,92618,Western Association of Schools and Colleges Senior College and University Commission,www.brandman.edu/,www.brandman.edu/admissions/tuition,Null,0,33.6557,-117.7686,12,1
366711,California State University-San Marcos,San Marcos,CA,92096-0001,Western Association of Schools and Colleges Senior College and University Commission,www.csusm.edu,www.csumentor.edu/finaid/pais/,Null,0,33.1291,-117.158,12,0.6251
399911,Soka University of America,Aliso Viejo,CA,92656-4105,Western Association of Schools and Colleges Senior College and University Commission,www.soka.edu,www.soka.edu/netpricecalculator/,Null,0,33.5494,-117.7349,8,0.4336
409698,California State University-Monterey Bay,Seaside,CA,93955-8001,Western Association of Schools and Colleges Senior College and University Commission,www.csumb.edu,www.csumentor.edu/finaid/pais/,Null,0,36.6537,-121.7992,14,0.444
440031,Keck Graduate Institute,Claremont,CA,91711,Western Association of Schools and Colleges Senior College and University Commission,www.kgi.edu,www.kgi.edu/admissions/financial-aid/tuition.html,Null,0,34.0933,-117.7235,18,0.0
441937,California State University-Channel Islands,Camarillo,CA,93012,Western Association of Schools and Colleges Senior College and University Commission,www.csuci.edu,www.csuci.edu/financialaid/Cost_of_Attendance.htm,Null,0,34.1629,-119.0436,12,0.6443
447050,United States University,Chula Vista,CA,91911,Western Association of Schools and Colleges Senior College and University Commission,www.usuniversity.edu,www.usuniversity.edu/netpricecalculator/npcalc.htm,Null,0,32.6149,-117.092,6,0.0
449870,University of the West,Rosemead,CA,91770,Western Association of Schools and Colleges Senior College and University Commission,www.uwest.edu,www.uwest.edu/site/index.php?option=com_content&view=article&id=376&Itemid=417,Null,0,34.046,-118.083,7,0.0
457271,Academy for Jewish Religion-California,Los Angeles,CA,90010,Western Association of Schools and Colleges Senior College and University Commission,www.ajrca.edu,www.ajrca.edu,Null,0,34.0704,-118.4386,0.0,0.0
462354,John Paul the Great Catholic University,Escondido,CA,92025,Western Association of Schools and Colleges Senior College and University Commission,www.jpcatholic.com/,www.jpcatholic.com/admission/cost/npcalc.htm,Null,0,32.8996,-117.1077,0.0,0.8815
